,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
38,Insuficiencia cardiaca,2,0.10245901639344263
144,Cardiomiopatia dilatada,2,0.10245901639344263
7,Defeito de coagulacao nao especificado,2,0.10245901639344263
75,Sinusite cronica nao especificada,2,0.10245901639344263
212,"Edema pulmonar, nao especificado de outra forma",2,0.10245901639344263
26,Colica nefretica nao especificada,2,0.10245901639344263
65,Hipoglicemia nao especificada,2,0.10245901639344263
58,Soluco,2,0.10245901639344263
177,"Transtorno dos dentes e de suas estruturas de sustentacao, sem outra especificacao",1,0.05122950819672131
161,Neurastenia,1,0.05122950819672131
176,Outros transtornos do trato urinario,1,0.05122950819672131
175,Doencas vasculares perifericas nao especificada,1,0.05122950819672131
162,Hipotireoidismo nao especificado,1,0.05122950819672131
178,Diabetes mellitus nao especificado com complicacoes neurologicas,1,0.05122950819672131
164,Comunicacao atrioventricular,1,0.05122950819672131
163,Anemia falciforme sem crise,1,0.05122950819672131
167,Vertigem paroxistica benigna,1,0.05122950819672131
168,Varizes dos membros inferiores com ulcera,1,0.05122950819672131
170,Isquemia cerebral transitoria nao especificada,1,0.05122950819672131
171,Ulcera gastrica,1,0.05122950819672131
173,Bronquectasia,1,0.05122950819672131
169,Sindrome de pre-excitacao,1,0.05122950819672131
197,Outras doencas da valva tricuspide,1,0.05122950819672131
179,Teste de tolerancia a glicose anormal,1,0.05122950819672131
198,Infarto agudo do miocardio,1,0.05122950819672131
211,Anormalidades do batimento cardiaco,1,0.05122950819672131
210,Ascite,1,0.05122950819672131
209,Insuficiencia renal cronica,1,0.05122950819672131
208,Varizes dos membros inferiores sem ulcera ou inflamacao,1,0.05122950819672131
207,"Hemorroidas sem complicacoes, nao especificadas",1,0.05122950819672131
206,"Doenca reumatica da valva aortica, nao especificada",1,0.05122950819672131
205,Reumatismo nao especificado,1,0.05122950819672131
204,Anestesia cutanea,1,0.05122950819672131
202,Faringite aguda,1,0.05122950819672131
201,Insuficiencia (da valva) mitral,1,0.05122950819672131
200,Amigdalite aguda,1,0.05122950819672131
199,Hipergliceridemia pura,1,0.05122950819672131
196,Herpes zoster sem complicacao,1,0.05122950819672131
180,Fratura de costela,1,0.05122950819672131
195,Paralisia de Bell,1,0.05122950819672131
194,Medida profilatica nao especificada,1,0.05122950819672131
193,"Queimadura do ombro e do membro superior, exceto punho e mao, grau nao especificado",1,0.05122950819672131
192,Dor articular,1,0.05122950819672131
191,Endocardite aguda nao especificada,1,0.05122950819672131
190,Infeccao do trato urinario de localizacao nao especificada,1,0.05122950819672131
188,Hemorragia e hematoma complicando procedimento nao classificado em outra parte,1,0.05122950819672131
187,Uso nocivo para a saude de fumo,1,0.05122950819672131
185,"Ulcera cronica da pele, nao classificada em outra parte",1,0.05122950819672131
183,Doenca nao especificada do pericardio,1,0.05122950819672131
182,Complicacao mecanica de dispositivo eletronico cardiaco,1,0.05122950819672131
181,Bloqueio atrioventricular total,1,0.05122950819672131
160,Dor nao classificada em outra parte,1,0.05122950819672131
107,Outras quimioterapias profilaticas,1,0.05122950819672131
158,Ameaca de aborto,1,0.05122950819672131
157,Hipoestesia cutanea,1,0.05122950819672131
103,Outros deslocamentos discais intervertebrais especificados,1,0.05122950819672131
97,Sindrome [estado] de abstinencia do uso de alcool,1,0.05122950819672131
93,Outras obstrucoes do intestino,1,0.05122950819672131
91,Outras afeccoes especificadas associadas com os orgaos genitais femininos e com o ciclo menstrual,1,0.05122950819672131
87,Amigdalite aguda nao especificada,1,0.05122950819672131
85,Transtornos nao especificados da funcao vestibular,1,0.05122950819672131
84,Infeccao bacteriana de local nao especificado,1,0.05122950819672131
82,"Queda no mesmo nivel por escorregao, tropecao ou passos em falsos [traspes]",1,0.05122950819672131
79,Choque cardiogenico,1,0.05122950819672131
78,Edema nao especificado,1,0.05122950819672131
77,Hemorragia nao classificada em outra parte,1,0.05122950819672131
74,"Angina pectoris, nao especificada",1,0.05122950819672131
68,Lesao biomecanica nao especificada,1,0.05122950819672131
67,Fibrose cistica nao especificada,1,0.05122950819672131
59,Uso nocivo para a saude de alcool,1,0.05122950819672131
42,Edema localizado,1,0.05122950819672131
36,Presenca de protese de valvula cardiaca,1,0.05122950819672131
29,Desorientacao nao especificada,1,0.05122950819672131
25,"Apendicite, sem outras especificacoes",1,0.05122950819672131
21,Coma hipoglicemico nao-diabetico,1,0.05122950819672131
18,Articulacao do mangual,1,0.05122950819672131
16,Transtornos respiratorios em doencas classificadas em outra parte,1,0.05122950819672131
9,Insuficiencia cardiaca nao especificada,1,0.05122950819672131
4,Infarto agudo transmural da parede inferior do miocardio,1,0.05122950819672131
3,Esofagite,1,0.05122950819672131
105,Complicacao mecanica de enxerto de orgao urinario,1,0.05122950819672131
108,"Influenza [gripe] com outras manifestacoes respiratorias, devida a virus nao identificado",1,0.05122950819672131
113,"Corte, puncao, perfuracao ou hemorragia acidentais durante a prestacao de cuidado cirurgico e medico",1,0.05122950819672131
137,Aneurisma de arteria coronaria,1,0.05122950819672131
156,Pneumonia por microorganismo nao especificada,1,0.05122950819672131
155,Celulite de outras partes do(s) membro(s),1,0.05122950819672131
154,Outra dorsalgia,1,0.05122950819672131
153,Dorsalgia nao especificada,1,0.05122950819672131
151,Traumatismo superficial de regiao nao especificada do corpo,1,0.05122950819672131
147,Outras anormalidades e as nao especificadas da respiracao,1,0.05122950819672131
145,Infeccoes pelo virus do herpes [herpes simples],1,0.05122950819672131
143,Doenca celiaca,1,0.05122950819672131
142,Atresia da valva pulmonar,1,0.05122950819672131
141,Febre reumatica sem mencao de comprometimento do coracao,1,0.05122950819672131
138,Transtorno somatoforme nao especificado,1,0.05122950819672131
136,Cervicalgia,1,0.05122950819672131
114,Hipotensao,1,0.05122950819672131
133,Rigidez articular nao classificada em outra parte,1,0.05122950819672131
132,Faringite aguda nao especificada,1,0.05122950819672131
131,Intoxicacao por outras substancias e as nao especificadas que agem essencialmente sobre o aparelho c,1,0.05122950819672131
130,Insuficiencia renal nao especificada,1,0.05122950819672131
129,Transtorno de panico [ansiedade paroxistica episodica],1,0.05122950819672131
128,Constipacao,1,0.05122950819672131
126,Intoxicacao por narcoticos e psicodislepticos [alucinogenos],1,0.05122950819672131
123,Vertigem de origem central,1,0.05122950819672131
121,Hiperplasia da prostata,1,0.05122950819672131
119,Dermatite alergica de contato devida a metais,1,0.05122950819672131
115,Outros sintomas e sinais relativos A funcao cognitiva e A consciencia,1,0.05122950819672131
214,Outros trantornos pulmonares,1,0.05122950819672131
