,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
200,Insuficiencia respiratoria nao especificada,1,0.0588235294117647
199,Granuloma de corpo estranho da pele e do tecido subcutaneo,1,0.0588235294117647
198,Amigdalite aguda nao especificada,1,0.0588235294117647
197,"Osteocondropatias, nao especificada",1,0.0588235294117647
84,Hipotensao,1,0.0588235294117647
158,Epistaxis,1,0.0588235294117647
193,Anormalidades do batimento cardiaco,1,0.0588235294117647
192,Ascite,1,0.0588235294117647
191,Insuficiencia renal cronica,1,0.0588235294117647
190,Varizes dos membros inferiores sem ulcera ou inflamacao,1,0.0588235294117647
85,Outros sintomas e sinais relativos A funcao cognitiva e A consciencia,1,0.0588235294117647
188,"Hemorroidas sem complicacoes, nao especificadas",1,0.0588235294117647
187,"Doenca reumatica da valva aortica, nao especificada",1,0.0588235294117647
186,Reumatismo nao especificado,1,0.0588235294117647
185,Anestesia cutanea,1,0.0588235294117647
159,Outros transtornos do trato urinario,1,0.0588235294117647
72,Cardiomiopatias nao especificada,1,0.0588235294117647
157,Bronquectasia,1,0.0588235294117647
70,Complicacao mecanica de enxerto de orgao urinario,1,0.0588235294117647
128,Outras anormalidades e as nao especificadas da respiracao,1,0.0588235294117647
127,Colica nefretica nao especificada,1,0.0588235294117647
42,Gengivoestomatite e faringoamigdalite devida ao virus do herpes,1,0.0588235294117647
125,Infeccoes pelo virus do herpes [herpes simples],1,0.0588235294117647
123,Doenca celiaca,1,0.0588235294117647
122,Atresia da valva pulmonar,1,0.0588235294117647
121,Febre reumatica sem mencao de comprometimento do coracao,1,0.0588235294117647
65,Outros deslocamentos discais intervertebrais especificados,1,0.0588235294117647
47,Dorsalgia,1,0.0588235294117647
118,Transtorno somatoforme nao especificado,1,0.0588235294117647
117,Aneurisma de arteria coronaria,1,0.0588235294117647
116,Cervicalgia,1,0.0588235294117647
49,Dismenorreia nao especificada,1,0.0588235294117647
114,Distensao muscular,1,0.0588235294117647
100,Comunicacao ventriculo-atrial discordante,1,0.0588235294117647
51,Colelitiase,1,0.0588235294117647
111,Rigidez articular nao classificada em outra parte,1,0.0588235294117647
101,Intoxicacao por narcoticos e psicodislepticos [alucinogenos],1,0.0588235294117647
109,Faringite aguda nao especificada,1,0.0588235294117647
60,"Gastroenterite e colite nao-infecciosas, nao especificadas",1,0.0588235294117647
107,Insuficiencia renal nao especificada,1,0.0588235294117647
97,Vertigem de origem central,1,0.0588235294117647
132,Doenca isquemica cronica do coracao nao especificada,1,0.0588235294117647
106,Transtorno de panico [ansiedade paroxistica episodica],1,0.0588235294117647
133,Estenose (da valva) aortica,1,0.0588235294117647
155,Ulcera gastrica,1,0.0588235294117647
154,Isquemia cerebral transitoria nao especificada,1,0.0588235294117647
153,Sindrome de pre-excitacao,1,0.0588235294117647
152,Varizes dos membros inferiores com ulcera,1,0.0588235294117647
151,Vertigem paroxistica benigna,1,0.0588235294117647
31,Varicela sem complicacao,1,0.0588235294117647
149,Comunicacao atrioventricular,1,0.0588235294117647
148,Anemia falciforme sem crise,1,0.0588235294117647
147,Hipotireoidismo nao especificado,1,0.0588235294117647
146,Neurastenia,1,0.0588235294117647
144,Dor nao classificada em outra parte,1,0.0588235294117647
76,Deplecao de volume,1,0.0588235294117647
142,Ameaca de aborto,1,0.0588235294117647
141,Hipoestesia cutanea,1,0.0588235294117647
140,Pneumonia por microorganismo nao especificada,1,0.0588235294117647
94,Hiperplasia da prostata,1,0.0588235294117647
138,Outra dorsalgia,1,0.0588235294117647
137,Defeito de coagulacao nao especificado,1,0.0588235294117647
136,Dorsalgia nao especificada,1,0.0588235294117647
35,Arritmia ventricular por reentrada,1,0.0588235294117647
134,Traumatismo superficial de regiao nao especificada do corpo,1,0.0588235294117647
78,"Influenza [gripe] com outras manifestacoes respiratorias, devida a virus nao identificado",1,0.0588235294117647
