,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
52,Doenca isquemica cronica do coracao,2,0.2229654403567447
100,Cardiomegalia,1,0.11148272017837235
81,Parestesias cutaneas,1,0.11148272017837235
104,Outras arritmias cardiacas especificadas,1,0.11148272017837235
103,"Osteocondropatias, nao especificada",1,0.11148272017837235
84,Outras formas de doenca isquemica cronica do coracao,1,0.11148272017837235
85,Teste de tolerancia a glicose anormal,1,0.11148272017837235
86,Bronquite nao especificada como aguda ou cronica,1,0.11148272017837235
102,Anormalidades do batimento cardiaco,1,0.11148272017837235
87,Comunicacao interventricular,1,0.11148272017837235
101,Ascite,1,0.11148272017837235
88,Complicacao mecanica de dispositivo eletronico cardiaco,1,0.11148272017837235
96,Outras doencas da valva tricuspide,1,0.11148272017837235
89,"Enxaqueca, sem especificacao",1,0.11148272017837235
99,Anestesia cutanea,1,0.11148272017837235
91,Uso nocivo para a saude de fumo,1,0.11148272017837235
20,Arritmia ventricular por reentrada,1,0.11148272017837235
79,Sindrome de pre-excitacao,1,0.11148272017837235
93,Infeccao do trato urinario de localizacao nao especificada,1,0.11148272017837235
94,Febre de origem desconhecida,1,0.11148272017837235
95,Outros disturbios funcionais subsequentes a cirurgia cardiaca,1,0.11148272017837235
80,Ulcera gastrica,1,0.11148272017837235
75,Bloqueio atrioventricular de segundo grau,1,0.11148272017837235
78,Varizes dos membros inferiores com ulcera,1,0.11148272017837235
60,Cervicalgia,1,0.11148272017837235
46,Hipotensao,1,0.11148272017837235
47,Outros sintomas e sinais relativos A funcao cognitiva e A consciencia,1,0.11148272017837235
42,Cardiomiopatias nao especificada,1,0.11148272017837235
41,Complicacao mecanica de enxerto de orgao urinario,1,0.11148272017837235
50,Outra dor toracica,1,0.11148272017837235
39,Outras gastrites,1,0.11148272017837235
54,Insuficiencia cardiaca,1,0.11148272017837235
55,Transtorno de panico [ansiedade paroxistica episodica],1,0.11148272017837235
36,Pneumonia nao especificada,1,0.11148272017837235
57,Rigidez articular nao classificada em outra parte,1,0.11148272017837235
35,"Gastroenterite e colite nao-infecciosas, nao especificadas",1,0.11148272017837235
62,Febre reumatica sem mencao de comprometimento do coracao,1,0.11148272017837235
77,Neurastenia,1,0.11148272017837235
63,Comunicacao interatrial,1,0.11148272017837235
30,Outras formas especificadas de doenca pulmonar obstrutiva cronica,1,0.11148272017837235
65,Cardiomiopatia dilatada,1,0.11148272017837235
66,Outras anormalidades e as nao especificadas da respiracao,1,0.11148272017837235
69,Bradicardia nao especificada,1,0.11148272017837235
71,Dor abdominal e pelvica,1,0.11148272017837235
72,Traumatismo superficial de regiao nao especificada do corpo,1,0.11148272017837235
73,Outra dorsalgia,1,0.11148272017837235
74,Diarreia e gastroenterite de origem infecciosa presumivel,1,0.11148272017837235
43,Deplecao de volume,1,0.11148272017837235
76,Dor nao classificada em outra parte,1,0.11148272017837235
53,Infarto agudo transmural da parede anterior do miocardio,1,0.11148272017837235
