,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
47,Doenca isquemica cronica do coracao,2,0.23201856148491878
38,Pessoa com medo de uma queixa para a qual nao foi feito diagnostico,2,0.23201856148491878
25,Comunicacao interventricular,2,0.23201856148491878
86,Angina pectoris,1,0.11600928074245939
87,Teste de tolerancia a glicose anormal,1,0.11600928074245939
83,Parestesias cutaneas,1,0.11600928074245939
82,Ulcera gastrica,1,0.11600928074245939
88,Complicacao mecanica de dispositivo eletronico cardiaco,1,0.11600928074245939
89,"Enxaqueca, sem especificacao",1,0.11600928074245939
81,Sindrome de pre-excitacao,1,0.11600928074245939
41,Outros sintomas e sinais relativos A funcao cognitiva e A consciencia,1,0.11600928074245939
91,Uso nocivo para a saude de fumo,1,0.11600928074245939
13,Transtornos nao especificados da funcao vestibular,1,0.11600928074245939
93,Infeccao do trato urinario de localizacao nao especificada,1,0.11600928074245939
80,Varizes dos membros inferiores com ulcera,1,0.11600928074245939
95,Outros disturbios funcionais subsequentes a cirurgia cardiaca,1,0.11600928074245939
96,Outras doencas da valva tricuspide,1,0.11600928074245939
99,Anestesia cutanea,1,0.11600928074245939
100,Cardiomegalia,1,0.11600928074245939
101,Ascite,1,0.11600928074245939
102,Anormalidades do batimento cardiaco,1,0.11600928074245939
103,"Osteocondropatias, nao especificada",1,0.11600928074245939
104,Outras arritmias cardiacas especificadas,1,0.11600928074245939
94,Febre de origem desconhecida,1,0.11600928074245939
19,Hipoglicemia nao especificada,1,0.11600928074245939
78,Neurastenia,1,0.11600928074245939
61,Comunicacao interatrial,1,0.11600928074245939
45,Outra dor toracica,1,0.11600928074245939
48,Infarto agudo transmural da parede anterior do miocardio,1,0.11600928074245939
50,Insuficiencia cardiaca,1,0.11600928074245939
51,Transtorno de panico [ansiedade paroxistica episodica],1,0.11600928074245939
36,Deplecao de volume,1,0.11600928074245939
34,Cardiomiopatias nao especificada,1,0.11600928074245939
33,Complicacao mecanica de enxerto de orgao urinario,1,0.11600928074245939
29,Outras gastrites,1,0.11600928074245939
57,Cervicalgia,1,0.11600928074245939
60,Febre reumatica sem mencao de comprometimento do coracao,1,0.11600928074245939
62,Cardiomiopatia dilatada,1,0.11600928074245939
77,Dor nao classificada em outra parte,1,0.11600928074245939
26,Pneumonia nao especificada,1,0.11600928074245939
65,Outras anormalidades e as nao especificadas da respiracao,1,0.11600928074245939
24,Asma,1,0.11600928074245939
69,Bradicardia nao especificada,1,0.11600928074245939
22,Sindrome [estado] de abstinencia do uso de alcool,1,0.11600928074245939
72,Dor abdominal e pelvica,1,0.11600928074245939
73,Traumatismo superficial de regiao nao especificada do corpo,1,0.11600928074245939
40,Hipotensao,1,0.11600928074245939
75,Outra dorsalgia,1,0.11600928074245939
76,Diarreia e gastroenterite de origem infecciosa presumivel,1,0.11600928074245939
53,Rigidez articular nao classificada em outra parte,1,0.11600928074245939
